# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PPARA	PPARA	NM_001362872.2	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
PPARA	PPARA	NM_001362873.1	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
PPARA	PPARA	NM_005036.6	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
PPIL2	PPIL2	NM_001317996.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0
PPIL2	PPIL2	NM_014337.4	protein_coding	0	0	0	7	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0
PPIL2	PPIL2	NM_148175.3	protein_coding	0	0	0	7	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0
PPIL2	PPIL2	NM_148176.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0
PPM1F	PPM1F	NM_014634.4	protein_coding	0	1	1	8	2	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0
PPP6R2	PPP6R2	NM_001242898.2	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001242899.2	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001242900.2	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001351641.2	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001351642.2	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001351643.2	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001351644.2	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001351645.2	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001351646.2	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001351647.2	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001351648.2	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001365836.1	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_014678.5	protein_coding	0	2	1	21	2	0	0	0	0	0	0	3	0	16	1	0	0	0	0	0	2	0
PRAME	PRAME	NM_001291715.2	protein_coding	0	3	1	6	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	3	0
PRAME	PRAME	NM_001291716.2	protein_coding	0	3	1	6	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	3	0
PRAME	PRAME	NM_001291717.2	protein_coding	0	3	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0
PRAME	PRAME	NM_001291719.2	protein_coding	0	3	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0
PRAME	PRAME	NM_001318126.1	protein_coding	0	3	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	4
PRAME	PRAME	NM_001318127.1	protein_coding	0	3	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	4
PRAME	PRAME	NM_006115.5.2	protein_coding	0	3	1	6	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	3	0
PRAME	PRAME	NM_206953.2	protein_coding	0	3	1	6	0	0	3	0	0	0	0	0	0	3	1	0	0	1	0	0	3	0
PRAME	PRAME	NM_206954.3.2	protein_coding	0	3	1	6	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	3	0
PRAME	PRAME	NM_206955.2	protein_coding	0	3	1	6	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	3	0
PRAME	PRAME	NM_206956.3	protein_coding	0	3	1	6	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	3	0
PRODH	PRODH	NM_001195226.2.2	protein_coding	0	2	3	14	0	0	0	0	0	0	0	4	0	10	3	0	0	1	0	0	1	1
PRODH	PRODH	NM_016335.5	protein_coding	0	2	3	14	0	0	0	0	0	0	0	4	0	10	3	0	0	1	0	0	1	1
PRR14L	PRR14L	NM_173566.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PRR5	PRR5	NM_001017528.2	protein_coding	0	3	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0
PRR5	PRR5	NM_001017529.2	protein_coding	0	3	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0
PRR5	PRR5	NM_001017530.1	protein_coding	0	3	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0
PRR5	PRR5	NM_001198721.2	protein_coding	0	3	1	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	3	0
PRR5	PRR5	NM_015366.4	protein_coding	0	3	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0
PRR5	PRR5	NM_181333.4	protein_coding	0	3	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0
PRR5-ARHGAP8	PRR5-ARHGAP8	NM_181334.5	protein_coding	0	1	2	27	2	0	0	0	0	0	0	0	0	25	2	0	0	0	0	0	1	0
PVALB	PVALB.2	NM_001315532.2.2	protein_coding	0	0	0	4	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
PVALB	PVALB.2	NM_002854.3.2	protein_coding	0	0	0	4	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
RAB36	RAB36	NM_001349877.1	protein_coding	0	0	1	15	3	0	0	0	0	0	0	1	0	11	1	0	0	0	0	0	0	0
RAB36	RAB36	NM_001349878.1	protein_coding	0	1	1	14	2	0	0	0	0	0	0	1	0	11	1	0	0	0	0	0	1	0
RAB36	RAB36	NM_004914.4	protein_coding	0	0	1	15	3	0	0	0	0	0	0	1	0	11	1	0	0	0	0	0	0	0
RAB36	RAB36	NR_146295.2		0	0	0	16	0	0	0	0	0	0	0	1	0	11	0	4	0	0	0	0	0	0
RABL2B	RABL2B	NM_001003789.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001130919.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001130920.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001130921.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001130922.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001130923.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350003.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350004.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350005.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350006.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350007.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350008.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350009.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350010.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350011.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350012.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350013.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350014.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350015.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350016.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_001350017.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RABL2B	RABL2B	NM_007081.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RAC2	RAC2	NM_002872.5	protein_coding	0	0	0	5	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
RANBP1	RANBP1	NM_001278639.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6
RANBP1	RANBP1	NM_001278640.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5
RANBP1	RANBP1	NM_001278641.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5
RANBP1	RANBP1	NM_002882.4	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5
RANGAP1	RANGAP1	NM_001278651.2	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
RANGAP1	RANGAP1	NM_001317930.2	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
RANGAP1	RANGAP1	NM_002883.4	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
RASL10A	RASL10A	NM_006477.5	protein_coding	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RBFOX2	RBFOX2.2	NM_001082578.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RBFOX2	RBFOX2.2	NM_001082579.2.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RBFOX2	RBFOX2.2	NM_001349999.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RFPL1	RFPL1	NM_021026.2	protein_coding	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
RFPL1S	RFPL1S	NR_002727.2		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
RFPL3	RFPL3	NM_001098535.1	protein_coding	0	3	4	2	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	3	1
RFPL3	RFPL3	NM_006604.2	protein_coding	0	3	3	4	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	3	2
RFPL3S	RFPL3S	NR_001450.3		0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0
RFPL3S	RFPL3S	NR_002596.2		0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0
RFPL3S	RFPL3S	NR_104232.1		0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0
RGL4	RGL4	NM_001329424.1	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
RGL4	RGL4	NM_001329425.2	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RGL4	RGL4	NM_153615.1	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
RHBDD3	RHBDD3	NM_001329536.1	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
RHBDD3	RHBDD3	NM_012265.3	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
RHBDD3	RHBDD3	NR_138044.2		0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
RIBC2	RIBC2	NM_015653.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNF185	RNF185	NM_001135825.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RNF185	RNF185	NM_152267.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RNF185	RNF185	NR_024209.2		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RNF185	RNF185	NR_024210.2		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RNF185	RNF185	NR_024211.2		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RNF185	RNF185	NR_024212.2		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RNF215	RNF215	NM_001017981.2	protein_coding	0	2	0	7	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	2	0
RNU12	RNU12	NR_029422.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RPL23AP82	RPL23AP82	NR_026981.1		0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2
RPL23AP82	RPL23AP82	NR_026982.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL3	RPL3	NM_000967.4	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0
RPL3	RPL3	NM_001033853.2	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0
RRP7A	RRP7A	NM_015703.5	protein_coding	0	1	2	11	7	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0
RRP7BP	RRP7BP	NR_002184.2		0	0	0	6	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0
RSPH14	RSPH14	NM_014433.3	protein_coding	0	1	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0
RTCB	RTCB	NM_014306.5	protein_coding	0	2	0	9	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	4
SAMM50	SAMM50	NM_015380.5	protein_coding	0	5	1	8	0	0	0	0	0	0	0	0	0	9	1	0	0	2	0	0	4	0
SBF1	SBF1	NM_001365819.1	protein_coding	0	1	1	20	0	0	0	0	0	0	0	6	0	14	1	0	0	0	0	0	1	0
SBF1	SBF1	NM_002972.4	protein_coding	0	1	1	20	0	0	0	0	0	0	0	6	0	14	1	0	0	0	0	0	1	0
SCARF2	SCARF2	NM_153334.7	protein_coding	0	0	2	7	1	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0
SCARF2	SCARF2	NM_182895.5	protein_coding	0	0	2	7	1	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0
SCO2	SCO2	NM_001169109.1	protein_coding	0	1	1	13	0	0	1	0	0	0	0	5	0	2	1	0	0	0	0	0	1	5
SCO2	SCO2	NM_001169110.1	protein_coding	0	1	1	13	0	0	1	0	0	0	0	5	0	1	1	0	0	0	0	0	1	6
SCO2	SCO2	NM_001169111.1	protein_coding	0	1	1	13	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	1	8
SCO2	SCO2	NM_005138.2	protein_coding	0	1	1	13	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	1	8
SCUBE1	SCUBE1	NM_173050.5	protein_coding	0	2	2	4	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	0	1	0
SDF2L1	SDF2L1	NM_022044.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEC14L2	SEC14L2	NM_001204204.3	protein_coding	0	0	1	10	0	0	0	0	0	0	0	3	0	7	1	0	0	0	0	0	0	0
SEC14L2	SEC14L2	NM_001291932.2	protein_coding	0	0	0	11	0	0	1	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0
SEC14L2	SEC14L2	NM_012429.5	protein_coding	0	0	1	10	0	0	0	0	0	0	0	3	0	7	1	0	0	0	0	0	0	0
SEC14L2	SEC14L2	NM_033382.2	protein_coding	0	0	1	7	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0
SEC14L3	SEC14L3	NM_001257378.1	protein_coding	0	2	2	11	0	1	3	0	0	0	0	0	0	7	2	0	0	0	0	0	1	1
SEC14L3	SEC14L3	NM_001257379.1	protein_coding	0	1	2	11	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	1	1
SEC14L3	SEC14L3	NM_001257382.1	protein_coding	0	1	2	11	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	1	1
SEC14L3	SEC14L3	NM_174975.4	protein_coding	0	1	2	11	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	1	1
SEC14L4	SEC14L4	NM_001161368.2	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
SEC14L4	SEC14L4	NM_174977.4	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
SEC14L6	SEC14L6	NM_001193336.3	protein_coding	0	1	2	3	0	0	0	0	0	0	0	0	0	3	2	0	0	2	0	0	1	0
SEC14L6	SEC14L6	NM_001353441.2	protein_coding	0	2	1	5	0	0	2	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0
SEC14L6	SEC14L6	NM_001353443.2	protein_coding	0	2	1	5	0	0	2	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0
SELENOM	SELENOM	NM_080430.4	protein_coding	0	0	0	5	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1
SELENOO	SELENOO	NM_031454.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
SEPT5-GP1BB	SEPT5-GP1BB	NR_037611.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SEPT5-GP1BB	SEPT5-GP1BB	NR_037612.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SEPTIN3	SEPTIN3	NM_001363845.2	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
SEPTIN3	SEPTIN3	NM_019106.5	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2
SEPTIN3	SEPTIN3	NM_145733.3	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2
SEPTIN5	SEPTIN5	NM_001009939.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SEPTIN5	SEPTIN5	NM_002688.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SERHL	SERHL	NR_027786.1		0	0	0	15	0	0	0	0	0	0	0	9	0	5	0	1	0	0	0	0	0	0
SERHL2	SERHL2	NM_001284334.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0
SERHL2	SERHL2	NM_014509.5	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0
SERHL2	SERHL2	NR_104300.2		0	0	0	6	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0
SERHL2	SERHL2	NR_104301.2		0	0	0	6	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0
SERPIND1	SERPIND1	NM_000185.4	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
SEZ6L	SEZ6L	NM_001184773.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
SEZ6L	SEZ6L	NM_001184774.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
SEZ6L	SEZ6L	NM_001184775.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
SEZ6L	SEZ6L	NM_001184776.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
SEZ6L	SEZ6L	NM_001184777.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
SEZ6L	SEZ6L	NM_021115.5	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
SF3A1	SF3A1	NM_005877.6	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
SFI1	SFI1	NM_001007467.3	protein_coding	0	0	3	6	0	0	0	0	0	0	0	0	0	6	3	0	0	1	0	0	0	0
SFI1	SFI1	NM_001258325.1	protein_coding	0	0	3	6	0	0	0	0	0	0	0	0	0	6	3	0	0	1	0	0	0	0
SFI1	SFI1	NM_001258326.2	protein_coding	0	0	3	6	0	0	0	0	0	0	0	0	0	6	3	0	0	1	0	0	0	0
SFI1	SFI1	NM_001258327.2	protein_coding	0	0	3	6	0	0	0	0	0	0	0	0	0	6	3	0	0	1	0	0	0	0
SFI1	SFI1	NM_014775.4	protein_coding	0	0	3	6	0	0	0	0	0	0	0	0	0	6	3	0	0	1	0	0	0	0
SGSM1	SGSM1	NM_001039948.4	protein_coding	0	0	0	8	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
SGSM1	SGSM1	NM_001098497.3	protein_coding	0	0	0	8	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
SGSM1	SGSM1	NM_001098498.3	protein_coding	0	0	0	8	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
SGSM1	SGSM1	NM_133454.3	protein_coding	0	0	0	8	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NM_001301849.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NM_001350039.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NM_001350040.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NM_001350041.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NM_001350042.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NM_001350043.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NM_001350044.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NM_001350045.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NM_001350046.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NM_001350047.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NM_001350048.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NM_015705.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NR_146412.2		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NR_146413.2		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NR_146414.2		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGSM3	SGSM3	NR_146415.2		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SH3BP1	SH3BP1	NM_001350055.2	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0
SH3BP1	SH3BP1	NM_018957.5	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0
SHANK3	SHANK3	NM_001372044.1	protein_coding	0	3	1	16	0	0	0	0	0	0	0	0	0	17	1	0	0	1	0	0	2	0
SHISAL1	SHISAL1	NM_001099294.2	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
SLC16A8	SLC16A8	NM_013356.2	protein_coding	0	1	3	3	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	2
SLC25A1	SLC25A1	NM_001256534.2	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC25A1	SLC25A1	NM_001287387.2	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC25A1	SLC25A1	NM_005984.5	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC25A1	SLC25A1	NR_046298.2		0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
SLC25A17	SLC25A17	NM_001282726.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
